,Day,Time,Sensor_ID,Hourly_Counts,lat,lon
1156,Monday,8,59,927.0,-37.80825648,144.96304859
1157,Monday,8,60,1829.0,-37.81668188,144.96689540000003
1158,Monday,8,61,793.0,-37.80767455,144.96309115
1159,Monday,9,1,859.0,-37.813494399999996,144.96515324
1160,Monday,9,2,827.0,-37.81380667,144.96516719
1161,Monday,9,3,817.0,-37.81101523,144.96429485
1162,Monday,9,4,1230.0,-37.81487988,144.9660878
1163,Monday,9,5,1062.0,-37.81874249,144.96787656
1164,Monday,9,6,1623.0,-37.81911704,144.96558256
1165,Monday,9,7,280.0,-37.81862929,144.97169395
1166,Monday,9,8,182.0,-37.82293543,144.94717511
1167,Monday,9,9,1325.0,-37.81982992,144.95102556
1168,Monday,9,10,341.0,-37.81876473,144.94710545
1169,Monday,9,11,54.0,-37.81564989,144.93970695
1170,Monday,9,12,165.0,-37.81457987,144.94292398
1171,Monday,9,13,2216.0,-37.81239679,144.95652653
1172,Monday,9,14,472.0,-37.82011242,144.96291898
1173,Monday,9,15,621.0,-37.81064378,144.96447132
1174,Monday,9,16,878.0,-37.81573423,144.96521044
1175,Monday,9,17,1064.0,-37.81362542,144.97323592
1176,Monday,9,18,844.0,-37.81344861,144.97305354
1177,Monday,9,19,212.0,-37.81237202,144.96550671
1178,Monday,9,20,161.0,-37.81172913,144.96824660000001
1179,Monday,9,21,317.0,-37.81244703,144.96778757
1180,Monday,9,22,1688.0,-37.81786445,144.96506823
1181,Monday,9,23,684.0,-37.81909256,144.95452749
1182,Monday,9,24,2172.0,-37.81887962,144.95449198
1183,Monday,9,25,477.0,-37.82401776,144.95604426
1184,Monday,9,26,479.0,-37.80869542,144.96049404
1185,Monday,9,27,101.0,-37.80606888,144.95644693
1186,Monday,9,28,1101.0,-37.82129924,144.96879309
1187,Monday,9,29,386.0,-37.81965808,144.96863453
1188,Monday,9,30,294.0,-37.81121849,144.96656807
1189,Monday,9,31,157.0,-37.8016968,144.96658911
1190,Monday,9,32,876.0,-37.81573742,144.96685718
1191,Monday,9,33,352.0,-37.81483252,144.97454056
1192,Monday,9,34,195.0,-37.81537985,144.97415049999998
1193,Monday,9,35,1791.0,-37.82017828,144.96508877
1194,Monday,9,36,485.0,-37.81652527,144.96121063
1195,Monday,9,37,130.0,-37.80310271,144.96671452
1196,Monday,9,38,2539.0,-37.81723437,144.96715033
1197,Monday,9,39,515.0,-37.81379749,144.96995745
1198,Monday,9,40,504.0,-37.80999341,144.97227588
1199,Monday,9,41,2067.0,-37.81668633,144.96689733
1200,Monday,9,42,460.0,-37.80008565,144.96386412
1201,Monday,9,43,422.0,-37.79844525,144.96411782
1202,Monday,9,44,183.0,-37.79690473,144.96440378
1203,Monday,9,45,761.0,-37.81414074,144.9660938
1204,Monday,9,46,236.0,-37.80240719,144.96156731
1205,Monday,9,47,965.0,-37.81160331,144.96220077
1206,Monday,9,48,202.0,-37.80631581,144.95866698
1207,Monday,9,49,117.0,-37.80730067,144.95956055
1208,Monday,9,50,172.0,-37.79808191,144.96721014
1209,Monday,9,51,127.0,-37.80841814,144.95906317
1210,Monday,9,52,508.0,-37.81252157,144.9619401
1211,Monday,9,53,838.0,-37.8156419,144.965499
1212,Monday,9,54,264.0,-37.804024,144.963084
1213,Monday,9,55,1025.0,-37.81006172,144.96142335
1214,Monday,9,56,374.0,-37.81234775,144.96153311
1215,Monday,9,57,2501.0,-37.8176735,144.95025595
1216,Monday,9,58,1443.0,-37.81686074,144.95358075
1217,Monday,9,59,714.0,-37.80825648,144.96304859
1218,Monday,9,60,1667.0,-37.81668188,144.96689540000003
1219,Monday,9,61,741.0,-37.80767455,144.96309115
1220,Saturday,0,1,335.0,-37.813494399999996,144.96515324
1221,Saturday,0,2,342.0,-37.81380667,144.96516719
1222,Saturday,0,3,899.0,-37.81101523,144.96429485
1223,Saturday,0,4,1031.0,-37.81487988,144.9660878
1224,Saturday,0,5,598.0,-37.81874249,144.96787656
1225,Saturday,0,6,697.0,-37.81911704,144.96558256
1226,Saturday,0,7,104.0,-37.81862929,144.97169395
1227,Saturday,0,8,27.0,-37.82293543,144.94717511
1228,Saturday,0,9,43.0,-37.81982992,144.95102556
1229,Saturday,0,10,50.0,-37.81876473,144.94710545
1230,Saturday,0,11,41.0,-37.81564989,144.93970695
1231,Saturday,0,12,83.0,-37.81457987,144.94292398
1232,Saturday,0,13,62.0,-37.81239679,144.95652653
1233,Saturday,0,14,278.0,-37.82011242,144.96291898
1234,Saturday,0,15,384.0,-37.81064378,144.96447132
1235,Saturday,0,16,265.0,-37.81573423,144.96521044
1236,Saturday,0,17,121.0,-37.81362542,144.97323592
1237,Saturday,0,18,67.0,-37.81344861,144.97305354
1238,Saturday,0,19,431.0,-37.81237202,144.96550671
1239,Saturday,0,20,398.0,-37.81172913,144.96824660000001
1240,Saturday,0,21,706.0,-37.81244703,144.96778757
1241,Saturday,0,22,758.0,-37.81786445,144.96506823
1242,Saturday,0,23,91.0,-37.81909256,144.95452749
1243,Saturday,0,24,304.0,-37.81887962,144.95449198
1244,Saturday,0,25,200.0,-37.82401776,144.95604426
1245,Saturday,0,26,216.0,-37.80869542,144.96049404
1246,Saturday,0,27,44.0,-37.80606888,144.95644693
1247,Saturday,0,28,199.0,-37.82129924,144.96879309
1248,Saturday,0,29,127.0,-37.81965808,144.96863453
1249,Saturday,0,30,589.0,-37.81121849,144.96656807
1250,Saturday,0,31,266.0,-37.8016968,144.96658911
1251,Saturday,0,32,607.0,-37.81573742,144.96685718
1252,Saturday,0,33,42.0,-37.81483252,144.97454056
1253,Saturday,0,34,59.0,-37.81537985,144.97415049999998
1254,Saturday,0,35,736.0,-37.82017828,144.96508877
1255,Saturday,0,36,299.0,-37.81652527,144.96121063
1256,Saturday,0,37,61.0,-37.80310271,144.96671452
1257,Saturday,0,38,1978.0,-37.81723437,144.96715033
1258,Saturday,0,39,51.0,-37.81379749,144.96995745
1259,Saturday,0,40,79.0,-37.80999341,144.97227588
1260,Saturday,0,41,1184.0,-37.81668633,144.96689733
1261,Saturday,0,42,46.0,-37.80008565,144.96386412
1262,Saturday,0,43,30.0,-37.79844525,144.96411782
1263,Saturday,0,44,25.0,-37.79690473,144.96440378
1264,Saturday,0,45,494.0,-37.81414074,144.9660938
1265,Saturday,0,46,14.0,-37.80240719,144.96156731
1266,Saturday,0,47,379.0,-37.81160331,144.96220077
1267,Saturday,0,48,59.0,-37.80631581,144.95866698
1268,Saturday,0,49,92.0,-37.80730067,144.95956055
1269,Saturday,0,50,155.0,-37.79808191,144.96721014
1270,Saturday,0,51,46.0,-37.80841814,144.95906317
1271,Saturday,0,52,321.0,-37.81252157,144.9619401
1272,Saturday,0,53,159.0,-37.8156419,144.965499
1273,Saturday,0,54,45.0,-37.804024,144.963084
1274,Saturday,0,55,367.0,-37.81006172,144.96142335
1275,Saturday,0,56,130.0,-37.81234775,144.96153311
1276,Saturday,0,57,84.0,-37.8176735,144.95025595
1277,Saturday,0,58,264.0,-37.81686074,144.95358075
1278,Saturday,0,59,135.0,-37.80825648,144.96304859
1279,Saturday,0,60,793.0,-37.81668188,144.96689540000003
1280,Saturday,0,61,82.0,-37.80767455,144.96309115
1281,Saturday,1,1,143.0,-37.813494399999996,144.96515324
1282,Saturday,1,2,143.0,-37.81380667,144.96516719
1283,Saturday,1,3,528.0,-37.81101523,144.96429485
1284,Saturday,1,4,557.0,-37.81487988,144.9660878
1285,Saturday,1,5,295.0,-37.81874249,144.96787656
1286,Saturday,1,6,348.0,-37.81911704,144.96558256
1287,Saturday,1,7,55.0,-37.81862929,144.97169395
1288,Saturday,1,8,11.0,-37.82293543,144.94717511
1289,Saturday,1,9,21.0,-37.81982992,144.95102556
1290,Saturday,1,10,23.0,-37.81876473,144.94710545
1291,Saturday,1,11,13.0,-37.81564989,144.93970695
1292,Saturday,1,12,30.0,-37.81457987,144.94292398
1293,Saturday,1,13,33.0,-37.81239679,144.95652653
1294,Saturday,1,14,136.0,-37.82011242,144.96291898
1295,Saturday,1,15,220.0,-37.81064378,144.96447132
1296,Saturday,1,16,92.0,-37.81573423,144.96521044
1297,Saturday,1,17,52.0,-37.81362542,144.97323592
1298,Saturday,1,18,30.0,-37.81344861,144.97305354
1299,Saturday,1,19,296.0,-37.81237202,144.96550671
1300,Saturday,1,20,249.0,-37.81172913,144.96824660000001
1301,Saturday,1,21,549.0,-37.81244703,144.96778757
1302,Saturday,1,22,447.0,-37.81786445,144.96506823
1303,Saturday,1,23,56.0,-37.81909256,144.95452749
1304,Saturday,1,24,147.0,-37.81887962,144.95449198
1305,Saturday,1,25,117.0,-37.82401776,144.95604426
1306,Saturday,1,26,166.0,-37.80869542,144.96049404
1307,Saturday,1,27,30.0,-37.80606888,144.95644693
1308,Saturday,1,28,102.0,-37.82129924,144.96879309
1309,Saturday,1,29,73.0,-37.81965808,144.96863453
1310,Saturday,1,30,452.0,-37.81121849,144.96656807
1311,Saturday,1,31,122.0,-37.8016968,144.96658911
1312,Saturday,1,32,354.0,-37.81573742,144.96685718
1313,Saturday,1,33,21.0,-37.81483252,144.97454056
1314,Saturday,1,34,31.0,-37.81537985,144.97415049999998
1315,Saturday,1,35,396.0,-37.82017828,144.96508877
1316,Saturday,1,36,252.0,-37.81652527,144.96121063
1317,Saturday,1,37,29.0,-37.80310271,144.96671452
1318,Saturday,1,38,1309.0,-37.81723437,144.96715033
1319,Saturday,1,39,28.0,-37.81379749,144.96995745
1320,Saturday,1,40,42.0,-37.80999341,144.97227588
1321,Saturday,1,41,855.0,-37.81668633,144.96689733
1322,Saturday,1,42,32.0,-37.80008565,144.96386412
1323,Saturday,1,43,17.0,-37.79844525,144.96411782
1324,Saturday,1,44,14.0,-37.79690473,144.96440378
1325,Saturday,1,45,333.0,-37.81414074,144.9660938
1326,Saturday,1,46,8.0,-37.80240719,144.96156731
1327,Saturday,1,47,268.0,-37.81160331,144.96220077
1328,Saturday,1,48,39.0,-37.80631581,144.95866698
1329,Saturday,1,49,71.0,-37.80730067,144.95956055
1330,Saturday,1,50,72.0,-37.79808191,144.96721014
1331,Saturday,1,51,31.0,-37.80841814,144.95906317
1332,Saturday,1,52,222.0,-37.81252157,144.9619401
1333,Saturday,1,53,93.0,-37.8156419,144.965499
1334,Saturday,1,54,27.0,-37.804024,144.963084
1335,Saturday,1,55,234.0,-37.81006172,144.96142335
1336,Saturday,1,56,85.0,-37.81234775,144.96153311
1337,Saturday,1,57,43.0,-37.8176735,144.95025595
1338,Saturday,1,58,155.0,-37.81686074,144.95358075
1339,Saturday,1,59,99.0,-37.80825648,144.96304859
1340,Saturday,1,60,550.0,-37.81668188,144.96689540000003
1341,Saturday,1,61,54.0,-37.80767455,144.96309115
1342,Saturday,2,1,92.0,-37.813494399999996,144.96515324
1343,Saturday,2,2,96.0,-37.81380667,144.96516719
1344,Saturday,2,3,309.0,-37.81101523,144.96429485
1345,Saturday,2,4,367.0,-37.81487988,144.9660878
1346,Saturday,2,5,184.0,-37.81874249,144.96787656
1347,Saturday,2,6,214.0,-37.81911704,144.96558256
1348,Saturday,2,7,34.0,-37.81862929,144.97169395
1349,Saturday,2,8,6.0,-37.82293543,144.94717511
1350,Saturday,2,9,14.0,-37.81982992,144.95102556
1351,Saturday,2,10,14.0,-37.81876473,144.94710545
1352,Saturday,2,11,6.0,-37.81564989,144.93970695
1353,Saturday,2,12,16.0,-37.81457987,144.94292398
1354,Saturday,2,13,22.0,-37.81239679,144.95652653
1355,Saturday,2,14,95.0,-37.82011242,144.96291898
1356,Saturday,2,15,132.0,-37.81064378,144.96447132
1357,Saturday,2,16,63.0,-37.81573423,144.96521044
1358,Saturday,2,17,31.0,-37.81362542,144.97323592
1359,Saturday,2,18,19.0,-37.81344861,144.97305354
1360,Saturday,2,19,165.0,-37.81237202,144.96550671
1361,Saturday,2,20,156.0,-37.81172913,144.96824660000001
1362,Saturday,2,21,414.0,-37.81244703,144.96778757
1363,Saturday,2,22,301.0,-37.81786445,144.96506823
1364,Saturday,2,23,37.0,-37.81909256,144.95452749
1365,Saturday,2,24,74.0,-37.81887962,144.95449198
1366,Saturday,2,25,47.0,-37.82401776,144.95604426
1367,Saturday,2,26,126.0,-37.80869542,144.96049404
1368,Saturday,2,27,20.0,-37.80606888,144.95644693
1369,Saturday,2,28,73.0,-37.82129924,144.96879309
1370,Saturday,2,29,47.0,-37.81965808,144.96863453
1371,Saturday,2,30,301.0,-37.81121849,144.96656807
1372,Saturday,2,31,50.0,-37.8016968,144.96658911
1373,Saturday,2,32,232.0,-37.81573742,144.96685718
1374,Saturday,2,33,11.0,-37.81483252,144.97454056
1375,Saturday,2,34,17.0,-37.81537985,144.97415049999998
1376,Saturday,2,35,207.0,-37.82017828,144.96508877
1377,Saturday,2,36,218.0,-37.81652527,144.96121063
1378,Saturday,2,37,16.0,-37.80310271,144.96671452
1379,Saturday,2,38,901.0,-37.81723437,144.96715033
1380,Saturday,2,39,16.0,-37.81379749,144.96995745
1381,Saturday,2,40,21.0,-37.80999341,144.97227588
1382,Saturday,2,41,615.0,-37.81668633,144.96689733
1383,Saturday,2,42,20.0,-37.80008565,144.96386412
1384,Saturday,2,43,8.0,-37.79844525,144.96411782
1385,Saturday,2,44,7.0,-37.79690473,144.96440378
1386,Saturday,2,45,225.0,-37.81414074,144.9660938
1387,Saturday,2,46,4.0,-37.80240719,144.96156731
1388,Saturday,2,47,174.0,-37.81160331,144.96220077
1389,Saturday,2,48,30.0,-37.80631581,144.95866698
1390,Saturday,2,49,55.0,-37.80730067,144.95956055
1391,Saturday,2,50,29.0,-37.79808191,144.96721014
1392,Saturday,2,51,23.0,-37.80841814,144.95906317
1393,Saturday,2,52,145.0,-37.81252157,144.9619401
1394,Saturday,2,53,60.0,-37.8156419,144.965499
1395,Saturday,2,54,19.0,-37.804024,144.963084
1396,Saturday,2,55,165.0,-37.81006172,144.96142335
1397,Saturday,2,56,52.0,-37.81234775,144.96153311
1398,Saturday,2,57,27.0,-37.8176735,144.95025595
1399,Saturday,2,58,101.0,-37.81686074,144.95358075
1400,Saturday,2,59,75.0,-37.80825648,144.96304859
1401,Saturday,2,60,353.0,-37.81668188,144.96689540000003
1402,Saturday,2,61,39.0,-37.80767455,144.96309115
1403,Saturday,3,1,67.0,-37.813494399999996,144.96515324
1404,Saturday,3,2,75.0,-37.81380667,144.96516719
1405,Saturday,3,3,234.0,-37.81101523,144.96429485
1406,Saturday,3,4,265.0,-37.81487988,144.9660878
1407,Saturday,3,5,121.0,-37.81874249,144.96787656
1408,Saturday,3,6,147.0,-37.81911704,144.96558256
1409,Saturday,3,7,30.0,-37.81862929,144.97169395
1410,Saturday,3,8,4.0,-37.82293543,144.94717511
1411,Saturday,3,9,11.0,-37.81982992,144.95102556
1412,Saturday,3,10,14.0,-37.81876473,144.94710545
1413,Saturday,3,11,4.0,-37.81564989,144.93970695
1414,Saturday,3,12,12.0,-37.81457987,144.94292398
1415,Saturday,3,13,18.0,-37.81239679,144.95652653
1416,Saturday,3,14,68.0,-37.82011242,144.96291898
1417,Saturday,3,15,87.0,-37.81064378,144.96447132
1418,Saturday,3,16,41.0,-37.81573423,144.96521044
1419,Saturday,3,17,19.0,-37.81362542,144.97323592
1420,Saturday,3,18,12.0,-37.81344861,144.97305354
1421,Saturday,3,19,115.0,-37.81237202,144.96550671
1422,Saturday,3,20,111.0,-37.81172913,144.96824660000001
1423,Saturday,3,21,345.0,-37.81244703,144.96778757
1424,Saturday,3,22,224.0,-37.81786445,144.96506823
1425,Saturday,3,23,27.0,-37.81909256,144.95452749
1426,Saturday,3,24,56.0,-37.81887962,144.95449198
1427,Saturday,3,25,30.0,-37.82401776,144.95604426
1428,Saturday,3,26,114.0,-37.80869542,144.96049404
1429,Saturday,3,27,14.0,-37.80606888,144.95644693
1430,Saturday,3,28,59.0,-37.82129924,144.96879309
1431,Saturday,3,29,30.0,-37.81965808,144.96863453
1432,Saturday,3,30,244.0,-37.81121849,144.96656807
1433,Saturday,3,31,28.0,-37.8016968,144.96658911
1434,Saturday,3,32,145.0,-37.81573742,144.96685718
1435,Saturday,3,33,8.0,-37.81483252,144.97454056
1436,Saturday,3,34,12.0,-37.81537985,144.97415049999998
1437,Saturday,3,35,108.0,-37.82017828,144.96508877
1438,Saturday,3,36,171.0,-37.81652527,144.96121063
1439,Saturday,3,37,11.0,-37.80310271,144.96671452
1440,Saturday,3,38,676.0,-37.81723437,144.96715033
1441,Saturday,3,39,12.0,-37.81379749,144.96995745
1442,Saturday,3,40,14.0,-37.80999341,144.97227588
1443,Saturday,3,41,438.0,-37.81668633,144.96689733
1444,Saturday,3,42,14.0,-37.80008565,144.96386412
1445,Saturday,3,43,5.0,-37.79844525,144.96411782
1446,Saturday,3,44,5.0,-37.79690473,144.96440378
1447,Saturday,3,45,151.0,-37.81414074,144.9660938
1448,Saturday,3,46,3.0,-37.80240719,144.96156731
1449,Saturday,3,47,142.0,-37.81160331,144.96220077
1450,Saturday,3,48,23.0,-37.80631581,144.95866698
1451,Saturday,3,49,45.0,-37.80730067,144.95956055
1452,Saturday,3,50,17.0,-37.79808191,144.96721014
1453,Saturday,3,51,18.0,-37.80841814,144.95906317
1454,Saturday,3,52,93.0,-37.81252157,144.9619401
1455,Saturday,3,53,41.0,-37.8156419,144.965499
1456,Saturday,3,54,16.0,-37.804024,144.963084
1457,Saturday,3,55,155.0,-37.81006172,144.96142335
1458,Saturday,3,56,37.0,-37.81234775,144.96153311
1459,Saturday,3,57,22.0,-37.8176735,144.95025595
1460,Saturday,3,58,61.0,-37.81686074,144.95358075
1461,Saturday,3,59,66.0,-37.80825648,144.96304859
1462,Saturday,3,60,243.0,-37.81668188,144.96689540000003
1463,Saturday,3,61,29.0,-37.80767455,144.96309115
1464,Saturday,4,1,41.0,-37.813494399999996,144.96515324
1465,Saturday,4,2,44.0,-37.81380667,144.96516719
1466,Saturday,4,3,108.0,-37.81101523,144.96429485
1467,Saturday,4,4,144.0,-37.81487988,144.9660878
1468,Saturday,4,5,76.0,-37.81874249,144.96787656
1469,Saturday,4,6,110.0,-37.81911704,144.96558256
1470,Saturday,4,7,29.0,-37.81862929,144.97169395
1471,Saturday,4,8,3.0,-37.82293543,144.94717511
1472,Saturday,4,9,8.0,-37.81982992,144.95102556
1473,Saturday,4,10,7.0,-37.81876473,144.94710545
1474,Saturday,4,11,3.0,-37.81564989,144.93970695
1475,Saturday,4,12,7.0,-37.81457987,144.94292398
1476,Saturday,4,13,12.0,-37.81239679,144.95652653
1477,Saturday,4,14,64.0,-37.82011242,144.96291898
1478,Saturday,4,15,48.0,-37.81064378,144.96447132
1479,Saturday,4,16,24.0,-37.81573423,144.96521044
1480,Saturday,4,17,17.0,-37.81362542,144.97323592
1481,Saturday,4,18,7.0,-37.81344861,144.97305354
1482,Saturday,4,19,60.0,-37.81237202,144.96550671
1483,Saturday,4,20,63.0,-37.81172913,144.96824660000001
1484,Saturday,4,21,225.0,-37.81244703,144.96778757
1485,Saturday,4,22,152.0,-37.81786445,144.96506823
1486,Saturday,4,23,20.0,-37.81909256,144.95452749
1487,Saturday,4,24,50.0,-37.81887962,144.95449198
1488,Saturday,4,25,23.0,-37.82401776,144.95604426
1489,Saturday,4,26,88.0,-37.80869542,144.96049404
1490,Saturday,4,27,11.0,-37.80606888,144.95644693
1491,Saturday,4,28,44.0,-37.82129924,144.96879309
1492,Saturday,4,29,31.0,-37.81965808,144.96863453
1493,Saturday,4,30,129.0,-37.81121849,144.96656807
1494,Saturday,4,31,20.0,-37.8016968,144.96658911
1495,Saturday,4,32,96.0,-37.81573742,144.96685718
1496,Saturday,4,33,8.0,-37.81483252,144.97454056
1497,Saturday,4,34,9.0,-37.81537985,144.97415049999998
1498,Saturday,4,35,67.0,-37.82017828,144.96508877
1499,Saturday,4,36,57.0,-37.81652527,144.96121063
1500,Saturday,4,37,7.0,-37.80310271,144.96671452
1501,Saturday,4,38,444.0,-37.81723437,144.96715033
1502,Saturday,4,39,9.0,-37.81379749,144.96995745
1503,Saturday,4,40,10.0,-37.80999341,144.97227588
1504,Saturday,4,41,264.0,-37.81668633,144.96689733
1505,Saturday,4,42,10.0,-37.80008565,144.96386412
1506,Saturday,4,43,4.0,-37.79844525,144.96411782
1507,Saturday,4,44,3.0,-37.79690473,144.96440378
1508,Saturday,4,45,78.0,-37.81414074,144.9660938
1509,Saturday,4,46,3.0,-37.80240719,144.96156731
1510,Saturday,4,47,88.0,-37.81160331,144.96220077
1511,Saturday,4,48,14.0,-37.80631581,144.95866698
1512,Saturday,4,49,31.0,-37.80730067,144.95956055
1513,Saturday,4,50,15.0,-37.79808191,144.96721014
1514,Saturday,4,51,14.0,-37.80841814,144.95906317
1515,Saturday,4,52,42.0,-37.81252157,144.9619401
1516,Saturday,4,53,26.0,-37.8156419,144.965499
1517,Saturday,4,54,10.0,-37.804024,144.963084
1518,Saturday,4,55,95.0,-37.81006172,144.96142335
1519,Saturday,4,56,20.0,-37.81234775,144.96153311
1520,Saturday,4,57,14.0,-37.8176735,144.95025595
1521,Saturday,4,58,37.0,-37.81686074,144.95358075
1522,Saturday,4,59,36.0,-37.80825648,144.96304859
1523,Saturday,4,60,154.0,-37.81668188,144.96689540000003
1524,Saturday,4,61,22.0,-37.80767455,144.96309115
1525,Saturday,5,1,35.0,-37.813494399999996,144.96515324
1526,Saturday,5,2,33.0,-37.81380667,144.96516719
1527,Saturday,5,3,84.0,-37.81101523,144.96429485
1528,Saturday,5,4,107.0,-37.81487988,144.9660878
1529,Saturday,5,5,77.0,-37.81874249,144.96787656
1530,Saturday,5,6,113.0,-37.81911704,144.96558256
1531,Saturday,5,7,28.0,-37.81862929,144.97169395
1532,Saturday,5,8,7.0,-37.82293543,144.94717511
1533,Saturday,5,9,16.0,-37.81982992,144.95102556
1534,Saturday,5,10,10.0,-37.81876473,144.94710545
1535,Saturday,5,11,4.0,-37.81564989,144.93970695
1536,Saturday,5,12,7.0,-37.81457987,144.94292398
1537,Saturday,5,13,13.0,-37.81239679,144.95652653
1538,Saturday,5,14,64.0,-37.82011242,144.96291898
1539,Saturday,5,15,39.0,-37.81064378,144.96447132
1540,Saturday,5,16,22.0,-37.81573423,144.96521044
1541,Saturday,5,17,27.0,-37.81362542,144.97323592
1542,Saturday,5,18,12.0,-37.81344861,144.97305354
1543,Saturday,5,19,35.0,-37.81237202,144.96550671
1544,Saturday,5,20,43.0,-37.81172913,144.96824660000001
1545,Saturday,5,21,156.0,-37.81244703,144.96778757
1546,Saturday,5,22,135.0,-37.81786445,144.96506823
1547,Saturday,5,23,24.0,-37.81909256,144.95452749
1548,Saturday,5,24,89.0,-37.81887962,144.95449198
1549,Saturday,5,25,32.0,-37.82401776,144.95604426
1550,Saturday,5,26,90.0,-37.80869542,144.96049404
1551,Saturday,5,27,13.0,-37.80606888,144.95644693
1552,Saturday,5,28,65.0,-37.82129924,144.96879309
1553,Saturday,5,29,51.0,-37.81965808,144.96863453
1554,Saturday,5,30,84.0,-37.81121849,144.96656807
1555,Saturday,5,31,12.0,-37.8016968,144.96658911
1556,Saturday,5,32,70.0,-37.81573742,144.96685718
1557,Saturday,5,33,10.0,-37.81483252,144.97454056
1558,Saturday,5,34,15.0,-37.81537985,144.97415049999998
1559,Saturday,5,35,78.0,-37.82017828,144.96508877
1560,Saturday,5,36,19.0,-37.81652527,144.96121063
1561,Saturday,5,37,10.0,-37.80310271,144.96671452
1562,Saturday,5,38,380.0,-37.81723437,144.96715033
1563,Saturday,5,39,14.0,-37.81379749,144.96995745
1564,Saturday,5,40,14.0,-37.80999341,144.97227588
1565,Saturday,5,41,227.0,-37.81668633,144.96689733
1566,Saturday,5,42,10.0,-37.80008565,144.96386412
1567,Saturday,5,43,4.0,-37.79844525,144.96411782
1568,Saturday,5,44,3.0,-37.79690473,144.96440378
1569,Saturday,5,45,58.0,-37.81414074,144.9660938
1570,Saturday,5,46,3.0,-37.80240719,144.96156731
1571,Saturday,5,47,75.0,-37.81160331,144.96220077
1572,Saturday,5,48,21.0,-37.80631581,144.95866698
1573,Saturday,5,49,34.0,-37.80730067,144.95956055
1574,Saturday,5,50,10.0,-37.79808191,144.96721014
1575,Saturday,5,51,13.0,-37.80841814,144.95906317
1576,Saturday,5,52,24.0,-37.81252157,144.9619401
1577,Saturday,5,53,31.0,-37.8156419,144.965499
1578,Saturday,5,54,9.0,-37.804024,144.963084
1579,Saturday,5,55,87.0,-37.81006172,144.96142335
1580,Saturday,5,56,15.0,-37.81234775,144.96153311
1581,Saturday,5,57,22.0,-37.8176735,144.95025595
1582,Saturday,5,58,52.0,-37.81686074,144.95358075
1583,Saturday,5,59,28.0,-37.80825648,144.96304859
1584,Saturday,5,60,151.0,-37.81668188,144.96689540000003
1585,Saturday,5,61,28.0,-37.80767455,144.96309115
1586,Saturday,6,1,50.0,-37.813494399999996,144.96515324
1587,Saturday,6,2,49.0,-37.81380667,144.96516719
1588,Saturday,6,3,95.0,-37.81101523,144.96429485
1589,Saturday,6,4,118.0,-37.81487988,144.9660878
1590,Saturday,6,5,90.0,-37.81874249,144.96787656
1591,Saturday,6,6,172.0,-37.81911704,144.96558256
1592,Saturday,6,7,50.0,-37.81862929,144.97169395
1593,Saturday,6,8,25.0,-37.82293543,144.94717511
1594,Saturday,6,9,57.0,-37.81982992,144.95102556
1595,Saturday,6,10,19.0,-37.81876473,144.94710545
1596,Saturday,6,11,10.0,-37.81564989,144.93970695
1597,Saturday,6,12,20.0,-37.81457987,144.94292398
1598,Saturday,6,13,23.0,-37.81239679,144.95652653
1599,Saturday,6,14,81.0,-37.82011242,144.96291898
1600,Saturday,6,15,38.0,-37.81064378,144.96447132
1601,Saturday,6,16,43.0,-37.81573423,144.96521044
1602,Saturday,6,17,48.0,-37.81362542,144.97323592
1603,Saturday,6,18,22.0,-37.81344861,144.97305354
1604,Saturday,6,19,30.0,-37.81237202,144.96550671
1605,Saturday,6,20,34.0,-37.81172913,144.96824660000001
1606,Saturday,6,21,105.0,-37.81244703,144.96778757
1607,Saturday,6,22,204.0,-37.81786445,144.96506823
1608,Saturday,6,23,51.0,-37.81909256,144.95452749
1609,Saturday,6,24,228.0,-37.81887962,144.95449198
1610,Saturday,6,25,82.0,-37.82401776,144.95604426
1611,Saturday,6,26,152.0,-37.80869542,144.96049404
1612,Saturday,6,27,33.0,-37.80606888,144.95644693
1613,Saturday,6,28,87.0,-37.82129924,144.96879309
1614,Saturday,6,29,74.0,-37.81965808,144.96863453
1615,Saturday,6,30,67.0,-37.81121849,144.96656807
1616,Saturday,6,31,18.0,-37.8016968,144.96658911
1617,Saturday,6,32,81.0,-37.81573742,144.96685718
1618,Saturday,6,33,32.0,-37.81483252,144.97454056
1619,Saturday,6,34,31.0,-37.81537985,144.97415049999998
1620,Saturday,6,35,209.0,-37.82017828,144.96508877
1621,Saturday,6,36,22.0,-37.81652527,144.96121063
1622,Saturday,6,37,7.0,-37.80310271,144.96671452
1623,Saturday,6,38,412.0,-37.81723437,144.96715033
1624,Saturday,6,39,30.0,-37.81379749,144.96995745
1625,Saturday,6,40,27.0,-37.80999341,144.97227588
1626,Saturday,6,41,262.0,-37.81668633,144.96689733
1627,Saturday,6,42,20.0,-37.80008565,144.96386412
1628,Saturday,6,43,17.0,-37.79844525,144.96411782
1629,Saturday,6,44,13.0,-37.79690473,144.96440378
1630,Saturday,6,45,68.0,-37.81414074,144.9660938
1631,Saturday,6,46,6.0,-37.80240719,144.96156731
1632,Saturday,6,47,92.0,-37.81160331,144.96220077
1633,Saturday,6,48,55.0,-37.80631581,144.95866698
1634,Saturday,6,49,58.0,-37.80730067,144.95956055
1635,Saturday,6,50,16.0,-37.79808191,144.96721014
1636,Saturday,6,51,27.0,-37.80841814,144.95906317
