Day,Time,Sensor_ID,Hourly_Counts
Monday,13:00:00,51,231.0
Monday,13:00:00,52,987.0
Monday,13:00:00,53,2227.0
Monday,13:00:00,54,353.0
Monday,13:00:00,55,1554.0
Monday,13:00:00,56,842.0
Monday,13:00:00,57,1616.0
Monday,13:00:00,58,1560.0
Monday,13:00:00,59,983.0
Monday,13:00:00,60,3144.0
Monday,13:00:00,61,1332.0
Monday,14:00:00,1,2657.0
Monday,14:00:00,2,2707.0
Monday,14:00:00,3,2246.0
Monday,14:00:00,4,3193.0
Monday,14:00:00,5,1709.0
Monday,14:00:00,6,1673.0
Monday,14:00:00,7,568.0
Monday,14:00:00,8,197.0
Monday,14:00:00,9,528.0
Monday,14:00:00,10,214.0
Monday,14:00:00,11,138.0
Monday,14:00:00,12,256.0
Monday,14:00:00,13,848.0
Monday,14:00:00,14,515.0
Monday,14:00:00,15,1596.0
Monday,14:00:00,16,1762.0
Monday,14:00:00,17,724.0
Monday,14:00:00,18,460.0
Monday,14:00:00,19,994.0
Monday,14:00:00,20,501.0
Monday,14:00:00,21,935.0
Monday,14:00:00,22,2614.0
Monday,14:00:00,23,482.0
Monday,14:00:00,24,1607.0
Monday,14:00:00,25,862.0
Monday,14:00:00,26,679.0
Monday,14:00:00,27,134.0
Monday,14:00:00,28,1571.0
Monday,14:00:00,29,813.0
Monday,14:00:00,30,724.0
Monday,14:00:00,31,375.0
Monday,14:00:00,32,1784.0
Monday,14:00:00,33,220.0
Monday,14:00:00,34,223.0
Monday,14:00:00,35,2220.0
Monday,14:00:00,36,539.0
Monday,14:00:00,37,255.0
Monday,14:00:00,38,4224.0
Monday,14:00:00,39,388.0
Monday,14:00:00,40,521.0
Monday,14:00:00,41,3407.0
Monday,14:00:00,42,585.0
Monday,14:00:00,43,476.0
Monday,14:00:00,44,193.0
Monday,14:00:00,45,1704.0
Monday,14:00:00,46,209.0
Monday,14:00:00,47,1826.0
Monday,14:00:00,48,262.0
Monday,14:00:00,49,174.0
Monday,14:00:00,50,392.0
Monday,14:00:00,51,182.0
Monday,14:00:00,52,782.0
Monday,14:00:00,53,1661.0
Monday,14:00:00,54,297.0
Monday,14:00:00,55,1513.0
Monday,14:00:00,56,604.0
Monday,14:00:00,57,918.0
Monday,14:00:00,58,1127.0
Monday,14:00:00,59,1080.0
Monday,14:00:00,60,3013.0
Monday,14:00:00,61,1348.0
Monday,15:00:00,1,2516.0
Monday,15:00:00,2,2545.0
Monday,15:00:00,3,2224.0
Monday,15:00:00,4,3094.0
Monday,15:00:00,5,1647.0
Monday,15:00:00,6,1742.0
Monday,15:00:00,7,449.0
Monday,15:00:00,8,186.0
Monday,15:00:00,9,709.0
Monday,15:00:00,10,233.0
Monday,15:00:00,11,125.0
Monday,15:00:00,12,234.0
Monday,15:00:00,13,1094.0
Monday,15:00:00,14,563.0
Monday,15:00:00,15,1627.0
Monday,15:00:00,16,1515.0
Monday,15:00:00,17,620.0
Monday,15:00:00,18,510.0
Monday,15:00:00,19,921.0
Monday,15:00:00,20,442.0
Monday,15:00:00,21,882.0
Monday,15:00:00,22,2710.0
Monday,15:00:00,23,466.0
Monday,15:00:00,24,1940.0
Monday,15:00:00,25,894.0
Monday,15:00:00,26,617.0
Monday,15:00:00,27,150.0
Monday,15:00:00,28,1552.0
Monday,15:00:00,29,793.0
Monday,15:00:00,30,687.0
Monday,15:00:00,31,375.0
Monday,15:00:00,32,1715.0
Monday,15:00:00,33,228.0
Monday,15:00:00,34,197.0
Monday,15:00:00,35,2161.0
Monday,15:00:00,36,472.0
Monday,15:00:00,37,240.0
Monday,15:00:00,38,4310.0
Monday,15:00:00,39,281.0
Monday,15:00:00,40,477.0
Monday,15:00:00,41,3404.0
Monday,15:00:00,42,588.0
Monday,15:00:00,43,490.0
Monday,15:00:00,44,205.0
Monday,15:00:00,45,1602.0
Monday,15:00:00,46,193.0
Monday,15:00:00,47,1800.0
Monday,15:00:00,48,260.0
Monday,15:00:00,49,158.0
Monday,15:00:00,50,367.0
Monday,15:00:00,51,164.0
Monday,15:00:00,52,684.0
Monday,15:00:00,53,1463.0
Monday,15:00:00,54,328.0
Monday,15:00:00,55,1480.0
Monday,15:00:00,56,548.0
Monday,15:00:00,57,1088.0
Monday,15:00:00,58,1218.0
Monday,15:00:00,59,930.0
Monday,15:00:00,60,2952.0
Monday,15:00:00,61,1140.0
Monday,16:00:00,1,2426.0
Monday,16:00:00,2,2379.0
Monday,16:00:00,3,2240.0
Monday,16:00:00,4,2984.0
Monday,16:00:00,5,1866.0
Monday,16:00:00,6,2283.0
Monday,16:00:00,7,489.0
Monday,16:00:00,8,264.0
Monday,16:00:00,9,1580.0
Monday,16:00:00,10,422.0
Monday,16:00:00,11,119.0
Monday,16:00:00,12,237.0
Monday,16:00:00,13,2118.0
Monday,16:00:00,14,738.0
Monday,16:00:00,15,1733.0
Monday,16:00:00,16,1327.0
Monday,16:00:00,17,712.0
Monday,16:00:00,18,886.0
Monday,16:00:00,19,897.0
Monday,16:00:00,20,408.0
Monday,16:00:00,21,895.0
Monday,16:00:00,22,3073.0
Monday,16:00:00,23,595.0
Monday,16:00:00,24,2997.0
Monday,16:00:00,25,972.0
Monday,16:00:00,26,594.0
Monday,16:00:00,27,144.0
Monday,16:00:00,28,1764.0
Monday,16:00:00,29,800.0
Monday,16:00:00,30,690.0
Monday,16:00:00,31,327.0
Monday,16:00:00,32,1828.0
Monday,16:00:00,33,355.0
Monday,16:00:00,34,221.0
Monday,16:00:00,35,2567.0
Monday,16:00:00,36,481.0
Monday,16:00:00,37,212.0
Monday,16:00:00,38,4478.0
Monday,16:00:00,39,313.0
Monday,16:00:00,40,423.0
Monday,16:00:00,41,3589.0
Monday,16:00:00,42,582.0
Monday,16:00:00,43,562.0
Monday,16:00:00,44,222.0
Monday,16:00:00,45,1628.0
Monday,16:00:00,46,207.0
Monday,16:00:00,47,1948.0
Monday,16:00:00,48,250.0
Monday,16:00:00,49,142.0
Monday,16:00:00,50,353.0
Monday,16:00:00,51,166.0
Monday,16:00:00,52,690.0
Monday,16:00:00,53,1306.0
Monday,16:00:00,54,347.0
Monday,16:00:00,55,1788.0
Monday,16:00:00,56,577.0
Monday,16:00:00,57,2263.0
Monday,16:00:00,58,1750.0
Monday,16:00:00,59,973.0
Monday,16:00:00,60,3087.0
Monday,16:00:00,61,1205.0
Monday,17:00:00,1,2469.0
Monday,17:00:00,2,2147.0
Monday,17:00:00,3,2392.0
Monday,17:00:00,4,2975.0
Monday,17:00:00,5,2563.0
Monday,17:00:00,6,3599.0
Monday,17:00:00,7,787.0
Monday,17:00:00,8,477.0
Monday,17:00:00,9,2397.0
Monday,17:00:00,10,652.0
Monday,17:00:00,11,142.0
Monday,17:00:00,12,307.0
Monday,17:00:00,13,3465.0
Monday,17:00:00,14,1280.0
Monday,17:00:00,15,1980.0
Monday,17:00:00,16,1201.0
Monday,17:00:00,17,1182.0
Monday,17:00:00,18,1546.0
Monday,17:00:00,19,1018.0
Monday,17:00:00,20,514.0
Monday,17:00:00,21,1074.0
Monday,17:00:00,22,3762.0
Monday,17:00:00,23,884.0
Monday,17:00:00,24,3973.0
Monday,17:00:00,25,1240.0
Monday,17:00:00,26,656.0
Monday,17:00:00,27,193.0
Monday,17:00:00,28,2357.0
Monday,17:00:00,29,1088.0
Monday,17:00:00,30,805.0
Monday,17:00:00,31,382.0
Monday,17:00:00,32,2389.0
Monday,17:00:00,33,501.0
Monday,17:00:00,34,323.0
Monday,17:00:00,35,3823.0
Monday,17:00:00,36,652.0
Monday,17:00:00,37,244.0
Monday,17:00:00,38,5012.0
Monday,17:00:00,39,450.0
Monday,17:00:00,40,487.0
Monday,17:00:00,41,4182.0
Monday,17:00:00,42,670.0
Monday,17:00:00,43,609.0
Monday,17:00:00,44,292.0
Monday,17:00:00,45,1969.0
Monday,17:00:00,46,254.0
Monday,17:00:00,47,2305.0
Monday,17:00:00,48,305.0
Monday,17:00:00,49,144.0
Monday,17:00:00,50,432.0
Monday,17:00:00,51,190.0
Monday,17:00:00,52,809.0
Monday,17:00:00,53,1284.0
Monday,17:00:00,54,463.0
Monday,17:00:00,55,2411.0
Monday,17:00:00,56,766.0
Monday,17:00:00,57,3350.0
Monday,17:00:00,58,2326.0
Monday,17:00:00,59,870.0
Monday,17:00:00,60,3667.0
Monday,17:00:00,61,1260.0
Monday,18:00:00,1,1774.0
Monday,18:00:00,2,1252.0
Monday,18:00:00,3,2148.0
Monday,18:00:00,4,2217.0
Monday,18:00:00,5,1747.0
Monday,18:00:00,6,2117.0
Monday,18:00:00,7,807.0
Monday,18:00:00,8,298.0
Monday,18:00:00,9,965.0
Monday,18:00:00,10,354.0
Monday,18:00:00,11,128.0
Monday,18:00:00,12,295.0
Monday,18:00:00,13,1459.0
Monday,18:00:00,14,761.0
Monday,18:00:00,15,1507.0
Monday,18:00:00,16,646.0
Monday,18:00:00,17,691.0
Monday,18:00:00,18,700.0
Monday,18:00:00,19,1090.0
Monday,18:00:00,20,637.0
Monday,18:00:00,21,1029.0
Monday,18:00:00,22,2841.0
Monday,18:00:00,23,478.0
Monday,18:00:00,24,2258.0
Monday,18:00:00,25,859.0
Monday,18:00:00,26,567.0
Monday,18:00:00,27,168.0
Monday,18:00:00,28,1571.0
Monday,18:00:00,29,841.0
Monday,18:00:00,30,812.0
Monday,18:00:00,31,444.0
Monday,18:00:00,32,1751.0
Monday,18:00:00,33,261.0
Monday,18:00:00,34,234.0
Monday,18:00:00,35,2892.0
Monday,18:00:00,36,370.0
Monday,18:00:00,37,279.0
Monday,18:00:00,38,3843.0
Monday,18:00:00,39,273.0
Monday,18:00:00,40,317.0
Monday,18:00:00,41,3087.0
Monday,18:00:00,42,482.0
Monday,18:00:00,43,425.0
Monday,18:00:00,44,210.0
Monday,18:00:00,45,1505.0
Monday,18:00:00,46,173.0
Monday,18:00:00,47,1726.0
Monday,18:00:00,48,264.0
Monday,18:00:00,49,125.0
Monday,18:00:00,50,471.0
Monday,18:00:00,51,163.0
Monday,18:00:00,52,578.0
Monday,18:00:00,53,777.0
Monday,18:00:00,54,335.0
Monday,18:00:00,55,1980.0
Monday,18:00:00,56,569.0
Monday,18:00:00,57,1290.0
Monday,18:00:00,58,1264.0
Monday,18:00:00,59,735.0
Monday,18:00:00,60,2677.0
Monday,18:00:00,61,968.0
Monday,19:00:00,1,965.0
Monday,19:00:00,2,617.0
Monday,19:00:00,3,1790.0
Monday,19:00:00,4,1519.0
Monday,19:00:00,5,1100.0
Monday,19:00:00,6,1190.0
Monday,19:00:00,7,405.0
Monday,19:00:00,8,131.0
Monday,19:00:00,9,292.0
Monday,19:00:00,10,158.0
Monday,19:00:00,11,113.0
Monday,19:00:00,12,243.0
Monday,19:00:00,13,463.0
Monday,19:00:00,14,413.0
Monday,19:00:00,15,1119.0
Monday,19:00:00,16,335.0
Monday,19:00:00,17,314.0
Monday,19:00:00,18,228.0
Monday,19:00:00,19,1020.0
Monday,19:00:00,20,667.0
Monday,19:00:00,21,910.0
Monday,19:00:00,22,1964.0
Monday,19:00:00,23,257.0
Monday,19:00:00,24,1122.0
Monday,19:00:00,25,387.0
Monday,19:00:00,26,453.0
Monday,19:00:00,27,110.0
Monday,19:00:00,28,880.0
Monday,19:00:00,29,526.0
Monday,19:00:00,30,736.0
Monday,19:00:00,31,494.0
Monday,19:00:00,32,1162.0
Monday,19:00:00,33,111.0
Monday,19:00:00,34,131.0
Monday,19:00:00,35,1966.0
Monday,19:00:00,36,219.0
Monday,19:00:00,37,277.0
Monday,19:00:00,38,2726.0
Monday,19:00:00,39,147.0
Monday,19:00:00,40,209.0
Monday,19:00:00,41,2064.0
Monday,19:00:00,42,297.0
Monday,19:00:00,43,263.0
Monday,19:00:00,44,142.0
Monday,19:00:00,45,1164.0
Monday,19:00:00,46,125.0
Monday,19:00:00,47,1234.0
Monday,19:00:00,48,187.0
Monday,19:00:00,49,110.0
Monday,19:00:00,50,441.0
Monday,19:00:00,51,132.0
Monday,19:00:00,52,450.0
Monday,19:00:00,53,450.0
Monday,19:00:00,54,221.0
Monday,19:00:00,55,1483.0
Monday,19:00:00,56,400.0
Monday,19:00:00,57,443.0
Monday,19:00:00,58,649.0
Monday,19:00:00,59,560.0
Monday,19:00:00,60,1706.0
Monday,19:00:00,61,641.0
Monday,20:00:00,1,587.0
Monday,20:00:00,2,402.0
Monday,20:00:00,3,1516.0
Monday,20:00:00,4,1164.0
Monday,20:00:00,5,916.0
Monday,20:00:00,6,920.0
Monday,20:00:00,7,287.0
Monday,20:00:00,8,77.0
Monday,20:00:00,9,139.0
Monday,20:00:00,10,100.0
Monday,20:00:00,11,111.0
Monday,20:00:00,12,215.0
Monday,20:00:00,13,220.0
Monday,20:00:00,14,323.0
Monday,20:00:00,15,916.0
Monday,20:00:00,16,230.0
Monday,20:00:00,17,252.0
Monday,20:00:00,18,122.0
Monday,20:00:00,19,836.0
Monday,20:00:00,20,549.0
Monday,20:00:00,21,765.0
Monday,20:00:00,22,1504.0
Monday,20:00:00,23,185.0
Monday,20:00:00,24,713.0
Monday,20:00:00,25,290.0
Monday,20:00:00,26,379.0
Monday,20:00:00,27,94.0
Monday,20:00:00,28,640.0
Monday,20:00:00,29,379.0
Monday,20:00:00,30,626.0
Monday,20:00:00,31,520.0
Monday,20:00:00,32,983.0
Monday,20:00:00,33,76.0
Monday,20:00:00,34,103.0
Monday,20:00:00,35,1609.0
Monday,20:00:00,36,147.0
Monday,20:00:00,37,271.0
Monday,20:00:00,38,2179.0
Monday,20:00:00,39,96.0
Monday,20:00:00,40,164.0
Monday,20:00:00,41,1574.0
Monday,20:00:00,42,231.0
Monday,20:00:00,43,192.0
Monday,20:00:00,44,97.0
Monday,20:00:00,45,1014.0
Monday,20:00:00,46,83.0
Monday,20:00:00,47,840.0
Monday,20:00:00,48,154.0
Monday,20:00:00,49,107.0
Monday,20:00:00,50,422.0
Monday,20:00:00,51,109.0
Monday,20:00:00,52,368.0
Monday,20:00:00,53,331.0
Monday,20:00:00,54,180.0
Monday,20:00:00,55,1129.0
Monday,20:00:00,56,323.0
Monday,20:00:00,57,238.0
Monday,20:00:00,58,456.0
Monday,20:00:00,59,602.0
Monday,20:00:00,60,1342.0
Monday,20:00:00,61,535.0
Monday,21:00:00,1,406.0
Monday,21:00:00,2,287.0
Monday,21:00:00,3,1161.0
Monday,21:00:00,4,908.0
Monday,21:00:00,5,834.0
Monday,21:00:00,6,805.0
Monday,21:00:00,7,263.0
Monday,21:00:00,8,53.0
Monday,21:00:00,9,85.0
Monday,21:00:00,10,75.0
Monday,21:00:00,11,92.0
Monday,21:00:00,12,171.0
Monday,21:00:00,13,135.0
Monday,21:00:00,14,290.0
Monday,21:00:00,15,625.0
Monday,21:00:00,16,181.0
Monday,21:00:00,17,164.0
Monday,21:00:00,18,82.0
Monday,21:00:00,19,628.0
Monday,21:00:00,20,423.0
Monday,21:00:00,21,616.0
Monday,21:00:00,22,1214.0
Monday,21:00:00,23,156.0
Monday,21:00:00,24,565.0
Monday,21:00:00,25,253.0
Monday,21:00:00,26,308.0
Monday,21:00:00,27,75.0
Monday,21:00:00,28,625.0
Monday,21:00:00,29,298.0
Monday,21:00:00,30,517.0
Monday,21:00:00,31,436.0
Monday,21:00:00,32,820.0
Monday,21:00:00,33,62.0
Monday,21:00:00,34,82.0
Monday,21:00:00,35,1330.0
Monday,21:00:00,36,136.0
Monday,21:00:00,37,208.0
Monday,21:00:00,38,1881.0
Monday,21:00:00,39,90.0
Monday,21:00:00,40,116.0
Monday,21:00:00,41,1276.0
Monday,21:00:00,42,166.0
Monday,21:00:00,43,135.0
Monday,21:00:00,44,73.0
Monday,21:00:00,45,798.0
Monday,21:00:00,46,60.0
Monday,21:00:00,47,614.0
Monday,21:00:00,48,122.0
Monday,21:00:00,49,99.0
Monday,21:00:00,50,331.0
Monday,21:00:00,51,91.0
Monday,21:00:00,52,285.0
Monday,21:00:00,53,272.0
Monday,21:00:00,54,131.0
Monday,21:00:00,55,850.0
Monday,21:00:00,56,230.0
Monday,21:00:00,57,149.0
Monday,21:00:00,58,394.0
Monday,21:00:00,59,529.0
Monday,21:00:00,60,1013.0
Monday,21:00:00,61,351.0
Monday,22:00:00,1,249.0
Monday,22:00:00,2,182.0
Monday,22:00:00,3,785.0
Monday,22:00:00,4,604.0
Monday,22:00:00,5,616.0
Monday,22:00:00,6,598.0
Monday,22:00:00,7,190.0
Monday,22:00:00,8,33.0
Monday,22:00:00,9,61.0
Monday,22:00:00,10,48.0
Monday,22:00:00,11,62.0
Monday,22:00:00,12,120.0
Monday,22:00:00,13,86.0
Monday,22:00:00,14,223.0
Monday,22:00:00,15,370.0
Monday,22:00:00,16,120.0
Monday,22:00:00,17,114.0
Monday,22:00:00,18,59.0
Monday,22:00:00,19,395.0
Monday,22:00:00,20,274.0
Monday,22:00:00,21,448.0
Monday,22:00:00,22,873.0
Monday,22:00:00,23,114.0
Monday,22:00:00,24,392.0
Monday,22:00:00,25,182.0
Monday,22:00:00,26,213.0
Monday,22:00:00,27,52.0
Monday,22:00:00,28,463.0
Monday,22:00:00,29,196.0
Monday,22:00:00,30,373.0
Monday,22:00:00,31,283.0
Monday,22:00:00,32,515.0
Monday,22:00:00,33,48.0
Monday,22:00:00,34,74.0
Monday,22:00:00,35,882.0
Monday,22:00:00,36,73.0
Monday,22:00:00,37,113.0
Monday,22:00:00,38,1399.0
Monday,22:00:00,39,63.0
Monday,22:00:00,40,77.0
Monday,22:00:00,41,868.0
Monday,22:00:00,42,104.0
Monday,22:00:00,43,80.0
Monday,22:00:00,44,50.0
Monday,22:00:00,45,502.0
Monday,22:00:00,46,46.0
Monday,22:00:00,47,403.0
Monday,22:00:00,48,88.0
Monday,22:00:00,49,90.0
Monday,22:00:00,50,215.0
Monday,22:00:00,51,68.0
Monday,22:00:00,52,167.0
Monday,22:00:00,53,155.0
Monday,22:00:00,54,88.0
Monday,22:00:00,55,562.0
Monday,22:00:00,56,142.0
Monday,22:00:00,57,105.0
Monday,22:00:00,58,312.0
Monday,22:00:00,59,241.0
Monday,22:00:00,60,625.0
Monday,22:00:00,61,175.0
Monday,23:00:00,1,128.0
Monday,23:00:00,2,97.0
Monday,23:00:00,3,428.0
Monday,23:00:00,4,358.0
Monday,23:00:00,5,313.0
Monday,23:00:00,6,401.0
Monday,23:00:00,7,130.0
Monday,23:00:00,8,18.0
Monday,23:00:00,9,37.0
Monday,23:00:00,10,24.0
Monday,23:00:00,11,36.0
Monday,23:00:00,12,64.0
Monday,23:00:00,13,54.0
Monday,23:00:00,14,173.0
Monday,23:00:00,15,187.0
Monday,23:00:00,16,71.0
Monday,23:00:00,17,75.0
Monday,23:00:00,18,35.0
Monday,23:00:00,19,198.0
Monday,23:00:00,20,138.0
Monday,23:00:00,21,290.0
Monday,23:00:00,22,523.0
Monday,23:00:00,23,64.0
Monday,23:00:00,24,233.0
Monday,23:00:00,25,113.0
Monday,23:00:00,26,151.0
Monday,23:00:00,27,32.0
Monday,23:00:00,28,164.0
Monday,23:00:00,29,87.0
Monday,23:00:00,30,236.0
Monday,23:00:00,31,140.0
Monday,23:00:00,32,281.0
Monday,23:00:00,33,30.0
Monday,23:00:00,34,47.0
Monday,23:00:00,35,483.0
Monday,23:00:00,36,45.0
Monday,23:00:00,37,52.0
Monday,23:00:00,38,963.0
Monday,23:00:00,39,33.0
Monday,23:00:00,40,42.0
Monday,23:00:00,41,540.0
Monday,23:00:00,42,62.0
Monday,23:00:00,43,42.0
Monday,23:00:00,44,24.0
Monday,23:00:00,45,278.0
Monday,23:00:00,46,28.0
Monday,23:00:00,47,241.0
Monday,23:00:00,48,49.0
Monday,23:00:00,49,75.0
Monday,23:00:00,50,94.0
Monday,23:00:00,51,45.0
Monday,23:00:00,52,90.0
Monday,23:00:00,53,84.0
Monday,23:00:00,54,48.0
Monday,23:00:00,55,310.0
Monday,23:00:00,56,75.0
Monday,23:00:00,57,51.0
Monday,23:00:00,58,192.0
Monday,23:00:00,59,123.0
Monday,23:00:00,60,340.0
Monday,23:00:00,61,95.0
Saturday,00:00:00,1,335.0
Saturday,00:00:00,2,342.0
Saturday,00:00:00,3,899.0
Saturday,00:00:00,4,1031.0
Saturday,00:00:00,5,598.0
Saturday,00:00:00,6,697.0
Saturday,00:00:00,7,104.0
Saturday,00:00:00,8,27.0
Saturday,00:00:00,9,43.0
Saturday,00:00:00,10,50.0
Saturday,00:00:00,11,41.0
Saturday,00:00:00,12,83.0
Saturday,00:00:00,13,62.0
Saturday,00:00:00,14,278.0
Saturday,00:00:00,15,384.0
Saturday,00:00:00,16,265.0
Saturday,00:00:00,17,121.0
Saturday,00:00:00,18,67.0
Saturday,00:00:00,19,431.0
Saturday,00:00:00,20,398.0
Saturday,00:00:00,21,706.0
Saturday,00:00:00,22,758.0
Saturday,00:00:00,23,91.0
Saturday,00:00:00,24,304.0
Saturday,00:00:00,25,200.0
Saturday,00:00:00,26,216.0
Saturday,00:00:00,27,44.0
Saturday,00:00:00,28,199.0
Saturday,00:00:00,29,127.0
Saturday,00:00:00,30,589.0
Saturday,00:00:00,31,266.0
Saturday,00:00:00,32,607.0
Saturday,00:00:00,33,42.0
Saturday,00:00:00,34,59.0
Saturday,00:00:00,35,736.0
Saturday,00:00:00,36,299.0
Saturday,00:00:00,37,61.0
Saturday,00:00:00,38,1978.0
Saturday,00:00:00,39,51.0
Saturday,00:00:00,40,79.0
Saturday,00:00:00,41,1184.0
Saturday,00:00:00,42,46.0
Saturday,00:00:00,43,30.0
Saturday,00:00:00,44,25.0
Saturday,00:00:00,45,494.0
Saturday,00:00:00,46,14.0
Saturday,00:00:00,47,379.0
Saturday,00:00:00,48,59.0
Saturday,00:00:00,49,92.0
Saturday,00:00:00,50,155.0
Saturday,00:00:00,51,46.0
Saturday,00:00:00,52,321.0
Saturday,00:00:00,53,159.0
Saturday,00:00:00,54,45.0
Saturday,00:00:00,55,367.0
Saturday,00:00:00,56,130.0
Saturday,00:00:00,57,84.0
Saturday,00:00:00,58,264.0
Saturday,00:00:00,59,135.0
Saturday,00:00:00,60,793.0
Saturday,00:00:00,61,82.0
Saturday,01:00:00,1,143.0
Saturday,01:00:00,2,143.0
Saturday,01:00:00,3,528.0
Saturday,01:00:00,4,557.0
Saturday,01:00:00,5,295.0
Saturday,01:00:00,6,348.0
Saturday,01:00:00,7,55.0
Saturday,01:00:00,8,11.0
Saturday,01:00:00,9,21.0
Saturday,01:00:00,10,23.0
Saturday,01:00:00,11,13.0
Saturday,01:00:00,12,30.0
Saturday,01:00:00,13,33.0
Saturday,01:00:00,14,136.0
Saturday,01:00:00,15,220.0
Saturday,01:00:00,16,92.0
Saturday,01:00:00,17,52.0
Saturday,01:00:00,18,30.0
Saturday,01:00:00,19,296.0
Saturday,01:00:00,20,249.0
Saturday,01:00:00,21,549.0
Saturday,01:00:00,22,447.0
Saturday,01:00:00,23,56.0
Saturday,01:00:00,24,147.0
Saturday,01:00:00,25,117.0
Saturday,01:00:00,26,166.0
Saturday,01:00:00,27,30.0
Saturday,01:00:00,28,102.0
Saturday,01:00:00,29,73.0
Saturday,01:00:00,30,452.0
Saturday,01:00:00,31,122.0
Saturday,01:00:00,32,354.0
Saturday,01:00:00,33,21.0
Saturday,01:00:00,34,31.0
Saturday,01:00:00,35,396.0
Saturday,01:00:00,36,252.0
Saturday,01:00:00,37,29.0
Saturday,01:00:00,38,1309.0
Saturday,01:00:00,39,28.0
Saturday,01:00:00,40,42.0
Saturday,01:00:00,41,855.0
Saturday,01:00:00,42,32.0
Saturday,01:00:00,43,17.0
Saturday,01:00:00,44,14.0
Saturday,01:00:00,45,333.0
Saturday,01:00:00,46,8.0
Saturday,01:00:00,47,268.0
Saturday,01:00:00,48,39.0
Saturday,01:00:00,49,71.0
Saturday,01:00:00,50,72.0
Saturday,01:00:00,51,31.0
Saturday,01:00:00,52,222.0
Saturday,01:00:00,53,93.0
Saturday,01:00:00,54,27.0
Saturday,01:00:00,55,234.0
Saturday,01:00:00,56,85.0
Saturday,01:00:00,57,43.0
Saturday,01:00:00,58,155.0
Saturday,01:00:00,59,99.0
Saturday,01:00:00,60,550.0
Saturday,01:00:00,61,54.0
Saturday,02:00:00,1,92.0
Saturday,02:00:00,2,96.0
Saturday,02:00:00,3,309.0
Saturday,02:00:00,4,367.0
Saturday,02:00:00,5,184.0
Saturday,02:00:00,6,214.0
Saturday,02:00:00,7,34.0
Saturday,02:00:00,8,6.0
Saturday,02:00:00,9,14.0
Saturday,02:00:00,10,14.0
Saturday,02:00:00,11,6.0
Saturday,02:00:00,12,16.0
Saturday,02:00:00,13,22.0
Saturday,02:00:00,14,95.0
Saturday,02:00:00,15,132.0
Saturday,02:00:00,16,63.0
Saturday,02:00:00,17,31.0
Saturday,02:00:00,18,19.0
Saturday,02:00:00,19,165.0
Saturday,02:00:00,20,156.0
Saturday,02:00:00,21,414.0
Saturday,02:00:00,22,301.0
Saturday,02:00:00,23,37.0
Saturday,02:00:00,24,74.0
Saturday,02:00:00,25,47.0
Saturday,02:00:00,26,126.0
Saturday,02:00:00,27,20.0
Saturday,02:00:00,28,73.0
Saturday,02:00:00,29,47.0
Saturday,02:00:00,30,301.0
Saturday,02:00:00,31,50.0
Saturday,02:00:00,32,232.0
Saturday,02:00:00,33,11.0
Saturday,02:00:00,34,17.0
Saturday,02:00:00,35,207.0
Saturday,02:00:00,36,218.0
Saturday,02:00:00,37,16.0
Saturday,02:00:00,38,901.0
Saturday,02:00:00,39,16.0
Saturday,02:00:00,40,21.0
Saturday,02:00:00,41,615.0
Saturday,02:00:00,42,20.0
Saturday,02:00:00,43,8.0
Saturday,02:00:00,44,7.0
Saturday,02:00:00,45,225.0
Saturday,02:00:00,46,4.0
Saturday,02:00:00,47,174.0
Saturday,02:00:00,48,30.0
Saturday,02:00:00,49,55.0
Saturday,02:00:00,50,29.0
Saturday,02:00:00,51,23.0
Saturday,02:00:00,52,145.0
Saturday,02:00:00,53,60.0
Saturday,02:00:00,54,19.0
Saturday,02:00:00,55,165.0
Saturday,02:00:00,56,52.0
Saturday,02:00:00,57,27.0
Saturday,02:00:00,58,101.0
Saturday,02:00:00,59,75.0
Saturday,02:00:00,60,353.0
Saturday,02:00:00,61,39.0
Saturday,03:00:00,1,67.0
Saturday,03:00:00,2,75.0
Saturday,03:00:00,3,234.0
Saturday,03:00:00,4,265.0
Saturday,03:00:00,5,121.0
Saturday,03:00:00,6,147.0
Saturday,03:00:00,7,30.0
Saturday,03:00:00,8,4.0
Saturday,03:00:00,9,11.0
Saturday,03:00:00,10,14.0
Saturday,03:00:00,11,4.0
Saturday,03:00:00,12,12.0
Saturday,03:00:00,13,18.0
Saturday,03:00:00,14,68.0
Saturday,03:00:00,15,87.0
Saturday,03:00:00,16,41.0
Saturday,03:00:00,17,19.0
Saturday,03:00:00,18,12.0
Saturday,03:00:00,19,115.0
Saturday,03:00:00,20,111.0
Saturday,03:00:00,21,345.0
Saturday,03:00:00,22,224.0
Saturday,03:00:00,23,27.0
Saturday,03:00:00,24,56.0
Saturday,03:00:00,25,30.0
Saturday,03:00:00,26,114.0
Saturday,03:00:00,27,14.0
Saturday,03:00:00,28,59.0
Saturday,03:00:00,29,30.0
Saturday,03:00:00,30,244.0
Saturday,03:00:00,31,28.0
Saturday,03:00:00,32,145.0
Saturday,03:00:00,33,8.0
Saturday,03:00:00,34,12.0
Saturday,03:00:00,35,108.0
Saturday,03:00:00,36,171.0
Saturday,03:00:00,37,11.0
Saturday,03:00:00,38,676.0
Saturday,03:00:00,39,12.0
Saturday,03:00:00,40,14.0
Saturday,03:00:00,41,438.0
Saturday,03:00:00,42,14.0
Saturday,03:00:00,43,5.0
Saturday,03:00:00,44,5.0
